Timestamp,Open,High,Low,Close,Volume,VWAP,Trade Count
2025-08-27 10:35:00,645.65,645.65,645.65,645.65,3130.0,645.6499,20
2025-08-27 10:40:00,645.69,645.69,645.69,645.69,682.0,645.6972,12
2025-08-27 10:45:00,645.68,645.71,645.64,645.71,1691.0,645.6609,30
2025-08-27 10:50:00,645.61,645.64,645.6,645.64,1374.0,645.6091,29
2025-08-27 11:00:00,645.72,645.72,645.56,645.56,2681.0,645.6232,85
2025-08-27 11:05:00,645.62,645.63,645.53,645.6,13832.0,645.6007,258
2025-08-27 11:10:00,645.68,645.75,645.64,645.75,3361.0,645.7272,75
2025-08-27 11:15:00,645.75,645.81,645.75,645.77,2919.0,645.7683,73
2025-08-27 11:20:00,645.78,645.85,645.74,645.74,6478.0,645.8126,150
2025-08-27 11:25:00,645.73,645.76,645.71,645.76,1406.0,645.7249,34
2025-08-27 11:30:00,645.76,645.78,645.75,645.78,1215.0,645.7646,38
2025-08-27 11:35:00,645.79,645.86,645.79,645.86,8443.0,645.8377,113
2025-08-27 11:40:00,645.89,645.89,645.8,645.82,5763.0,645.8483,69
2025-08-27 11:45:00,645.82,645.9,645.8,645.89,9666.0,645.8686,119
2025-08-27 11:50:00,645.89,645.89,645.86,645.86,624.0,645.878,23
2025-08-27 11:55:00,645.9,645.9,645.77,645.79,6744.0,645.8488,98
2025-08-27 12:00:00,645.62,645.92,645.08,645.73,76245.0,645.7177,1438
2025-08-27 12:05:00,645.76,645.82,645.76,645.8119,1514.0,645.784,36
2025-08-27 12:10:00,645.88,645.97,645.86,645.94,8505.0,645.9294,144
2025-08-27 12:15:00,645.91,646.0,645.88,645.9596,7091.0,645.9499,186
2025-08-27 12:20:00,645.91,645.95,645.89,645.92,2488.0,645.9123,98
2025-08-27 12:25:00,645.79,645.79,645.56,645.58,8981.0,645.6742,274
2025-08-27 12:30:00,645.58,645.66,645.26,645.28,25018.0,645.4301,441
2025-08-27 12:35:00,645.29,645.31,645.19,645.21,14416.0,645.2355,303
2025-08-27 12:40:00,645.2,645.2,644.95,644.99,36766.0,645.0369,517
2025-08-27 12:45:00,645.06,645.29,645.0291,645.25,23708.0,645.2002,330
2025-08-27 12:50:00,645.21,645.23,645.13,645.19,9604.0,645.1848,190
2025-08-27 12:55:00,645.19,645.26,645.11,645.26,10294.0,645.2263,170
2025-08-27 13:00:00,645.23,645.26,645.0,645.0,16728.0,645.132,363
2025-08-27 13:05:00,644.98,645.08,644.75,644.87,49332.0,644.8795,658
2025-08-27 13:10:00,644.89,645.04,644.85,645.0,40443.0,644.9862,393
2025-08-27 13:15:00,645.0,645.02,644.81,644.85,26031.0,644.8753,387
2025-08-27 13:20:00,644.85,644.85,644.69,644.82,20585.0,644.7811,352
2025-08-27 13:25:00,644.79,644.88,644.41,644.57,46044.0,644.6477,549
2025-08-27 13:30:00,644.57,645.13,644.42,645.06,1053583.0,644.7625,13383
2025-08-27 13:35:00,645.06,645.45,644.89,645.35,852657.0,645.174,10670
2025-08-27 13:40:00,645.34,645.53,645.04,645.3601,825189.0,645.3159,10777
2025-08-27 13:45:00,645.39,645.4,644.81,644.925,1018391.0,645.1337,12412
2025-08-27 13:50:00,644.94,645.44,644.82,645.4,697815.0,645.0604,9295
2025-08-27 13:55:00,645.39,645.42,645.035,645.35,562747.0,645.2054,8262
2025-08-27 14:00:00,645.35,645.62,645.2603,645.39,708003.0,645.4007,12378
2025-08-27 14:05:00,645.38,645.71,645.31,645.665,1187289.0,645.3941,7484
2025-08-27 14:10:00,645.665,645.87,645.55,645.8399,543386.0,645.7198,8542
2025-08-27 14:15:00,645.84,646.26,645.8301,646.22,776544.0,645.9751,10062
2025-08-27 14:20:00,646.23,646.34,645.995,646.22,709466.0,646.1873,8994
2025-08-27 14:25:00,646.2199,646.29,646.02,646.1171,426514.0,646.1701,5831
2025-08-27 14:30:00,646.11,646.41,646.04,646.34,568138.0,646.2501,7025
2025-08-27 14:35:00,646.34,646.3811,646.125,646.19,370455.0,646.226,5386
2025-08-27 14:40:00,646.18,646.25,646.06,646.095,452079.0,646.1669,6187
2025-08-27 14:45:00,646.09,646.13,645.75,646.1,510076.0,645.943,7272
2025-08-27 14:50:00,646.09,646.3,646.02,646.2602,296483.0,646.1457,5063
2025-08-27 14:55:00,646.27,646.405,646.18,646.18,330877.0,646.2642,5067
2025-08-27 15:00:00,646.19,646.4,646.19,646.21,288460.0,646.2926,4296
2025-08-27 15:05:00,646.221,646.42,646.18,646.39,406790.0,646.3105,5246
2025-08-27 15:10:00,646.39,646.49,646.29,646.385,262702.0,646.3868,4228
2025-08-27 15:15:00,646.38,646.4813,646.3,646.34,284932.0,646.4035,4068
2025-08-27 15:20:00,646.34,646.54,646.325,646.505,376715.0,646.4464,4660
2025-08-27 15:25:00,646.49,646.49,646.25,646.3,327018.0,646.3461,4878
2025-08-27 15:30:00,646.3,646.41,646.11,646.36,287503.0,646.2852,4439
2025-08-27 15:35:00,646.3442,646.53,646.3,646.51,356887.0,646.4413,3644
2025-08-27 15:40:00,646.51,646.51,645.91,646.315,621479.0,646.2141,7713
2025-08-27 15:45:00,646.31,646.6501,646.28,646.61,365414.0,646.5049,5413
2025-08-27 15:50:00,646.61,646.69,646.4991,646.525,248078.0,646.5647,4009
2025-08-27 15:55:00,646.53,646.68,646.505,646.5418,347117.0,646.6234,4566
2025-08-27 16:00:00,646.55,646.58,646.47,646.53,165938.0,646.5309,3132
2025-08-27 16:05:00,646.51,646.6,646.46,646.57,244604.0,646.6175,2946
2025-08-27 16:10:00,646.57,646.57,646.38,646.45,178158.0,646.487,3079
2025-08-27 16:15:00,646.44,646.46,646.27,646.27,199166.0,646.3612,3256
2025-08-27 16:20:00,646.275,646.295,645.78,645.83,443674.0,646.0618,5766
2025-08-27 16:25:00,645.85,645.97,645.48,645.96,1052978.0,645.6584,10949
2025-08-27 16:30:00,645.96,646.05,645.75,645.86,341083.0,645.9046,5176
2025-08-27 16:35:00,645.8568,645.98,645.38,645.83,347545.0,645.6551,5285
2025-08-27 16:40:00,645.82,645.98,645.75,645.79,384496.0,645.6751,4225
2025-08-27 16:45:00,645.785,646.255,645.74,646.2489,840992.0,645.8133,5128
2025-08-27 16:50:00,646.24,646.49,646.22,646.465,629515.0,646.1165,5524
2025-08-27 16:55:00,646.465,646.5299,646.28,646.2993,534017.0,646.3931,6004
2025-08-27 17:00:00,646.29,646.3901,646.04,646.36,316352.0,646.2205,4188
2025-08-27 17:05:00,646.36,646.445,646.29,646.445,282891.0,646.3781,3689
2025-08-27 17:10:00,646.42,646.55,646.4,646.49,396914.0,646.4693,4569
2025-08-27 17:15:00,646.48,646.505,646.305,646.36,247908.0,646.3869,3609
2025-08-27 17:20:00,646.36,646.46,646.22,646.425,284251.0,646.3661,3611
2025-08-27 17:25:00,646.425,646.51,646.34,646.445,305073.0,646.4262,3534
2025-08-27 17:30:00,646.45,646.64,646.44,646.54,260597.0,646.5609,4245
2025-08-27 17:35:00,646.55,646.6799,646.51,646.64,323618.0,646.5913,4051
2025-08-27 17:40:00,646.66,646.71,646.565,646.645,200059.0,646.6439,2559
2025-08-27 17:45:00,646.63,646.71,646.53,646.625,219340.0,646.6253,2921
2025-08-27 17:50:00,646.62,646.76,646.58,646.7055,204670.0,646.6884,3121
2025-08-27 17:55:00,646.7058,646.82,646.62,646.76,229233.0,646.7136,3123
2025-08-27 18:00:00,646.755,646.81,646.61,646.635,700200.0,646.1703,4577
2025-08-27 18:05:00,646.64,646.8,646.58,646.715,345043.0,646.6449,3653
2025-08-27 18:10:00,646.715,647.3,646.715,647.18,631199.0,646.9877,7034
2025-08-27 18:15:00,647.19,647.355,647.13,647.13,548798.0,647.2319,6067
2025-08-27 18:20:00,647.12,647.345,647.06,647.315,367828.0,647.1907,4452
2025-08-27 18:25:00,647.31,647.35,647.21,647.26,250666.0,647.2807,3562
2025-08-27 18:30:00,647.25,647.31,647.151,647.2,241826.0,647.2431,3535
2025-08-27 18:35:00,647.2,647.28,647.145,647.21,277711.0,647.2158,3786
2025-08-27 18:40:00,647.2,647.24,647.14,647.18,344636.0,647.1765,3974
2025-08-27 18:45:00,647.18,647.31,647.175,647.2,330023.0,647.2479,4294
2025-08-27 18:50:00,647.205,647.29,647.09,647.11,332341.0,647.1856,3805
2025-08-27 18:55:00,647.1,647.1783,647.0099,647.04,350539.0,647.0694,4484
2025-08-27 19:00:00,647.035,647.0579,646.85,646.93,479601.0,646.9513,5879
2025-08-27 19:05:00,646.93,646.95,646.79,646.8484,441983.0,646.8708,5523
2025-08-27 19:10:00,646.83,646.845,645.82,646.12,1400623.0,646.3454,14179
2025-08-27 19:15:00,646.13,646.645,646.1,646.615,1031694.0,646.269,9521
2025-08-27 19:20:00,646.61,646.66,646.39,646.56,398239.0,646.5671,5440
2025-08-27 19:25:00,646.56,646.715,646.52,646.655,337991.0,646.6192,4808
2025-08-27 19:30:00,646.65,646.83,646.65,646.79,427439.0,646.7335,5556
2025-08-27 19:35:00,646.79,647.0907,646.77,647.06,482092.0,646.9285,6079
2025-08-27 19:40:00,647.07,647.27,647.0399,647.14,656045.0,647.1328,7252
2025-08-27 19:45:00,647.15,647.22,647.0101,647.1,937191.0,646.602,8180
2025-08-27 19:50:00,647.1,647.36,646.96,647.025,1393149.0,646.9787,14039
2025-08-27 19:55:00,647.03,647.37,646.6,646.62,2983647.0,646.7316,22808
2025-08-27 20:00:00,646.57,646.71,646.38,646.39,592688.0,646.2921,2465
2025-08-27 20:05:00,646.4,646.72,646.3,646.62,326066.0,646.5,1768
2025-08-27 20:10:00,646.59,646.63,646.42,646.53,2407535.0,646.7397,1208
2025-08-27 20:15:00,646.54,646.72,646.35,646.53,66077.0,646.614,536
2025-08-27 20:20:00,646.64,647.64,643.15,644.47,961991.0,644.7694,4614
2025-08-27 20:25:00,644.37,645.96,644.21,645.87,424093.0,645.2808,2965
2025-08-27 20:30:00,645.86,645.96,644.62,645.04,152916.0,645.2692,1576
2025-08-27 20:35:00,645.15,645.5,644.6701,644.94,60246.0,645.0493,1040
2025-08-27 20:40:00,644.96,645.24,644.89,645.01,262680.0,645.122,1177
2025-08-27 20:45:00,645.01,645.24,644.81,645.19,315129.0,644.9924,1816
2025-08-27 20:50:00,645.19,645.55,645.04,645.45,384359.0,645.2584,2300
2025-08-27 20:55:00,645.43,645.71,645.39,645.68,120593.0,645.5355,784
2025-08-27 21:00:00,645.46,645.7,645.46,645.52,12853.0,645.6179,145
2025-08-27 21:05:00,645.59,645.86,645.5302,645.85,28910.0,645.7259,317
2025-08-27 21:10:00,645.85,646.2,645.76,646.06,24499.0,645.9528,270
2025-08-27 21:15:00,646.05,646.13,646.0,646.0,34888.0,646.0687,320
2025-08-27 21:20:00,645.95,646.0,645.88,645.96,22321.0,645.9434,207
2025-08-27 21:25:00,645.99,646.06,645.96,646.03,17332.0,646.02,126
2025-08-27 21:30:00,646.06,646.1287,646.05,646.08,4880.0,646.0957,84
2025-08-27 21:35:00,646.06,646.07,646.0,646.01,5529.0,646.0306,61
2025-08-27 21:40:00,646.02,646.02,645.95,645.95,4009.0,645.9914,35
2025-08-27 21:45:00,645.87,646.19,645.8,645.8,21021.0,645.9451,166
2025-08-27 21:50:00,645.77,645.9199,645.75,645.8,10603.0,645.8274,106
2025-08-27 21:55:00,645.82,645.82,645.74,645.75,4846.0,645.7794,71
2025-08-27 22:00:00,645.7,645.7,644.65,644.9,57557.0,645.2381,542
2025-08-27 22:05:00,645.06,645.1789,644.77,644.8599,23923.0,645.0059,294
2025-08-27 22:10:00,644.89,645.22,644.89,644.99,11441.0,645.0346,185
2025-08-27 22:15:00,644.9,644.92,644.75,644.75,3945.0,644.8213,94
2025-08-27 22:20:00,644.7296,644.7998,644.72,644.7998,4773.0,644.7555,55
2025-08-27 22:25:00,644.859,644.859,644.69,644.81,9962.0,644.7387,81
2025-08-27 22:30:00,644.87,645.2318,644.87,645.2301,2414.0,645.0481,92
2025-08-27 22:35:00,645.2301,645.29,645.2,645.23,4422.0,645.232,59
2025-08-27 22:40:00,645.22,645.28,645.01,645.09,10840.0,645.1112,150
2025-08-27 22:45:00,645.1,645.14,644.97,644.99,2936.0,645.0614,102
2025-08-27 22:50:00,645.15,645.17,645.15,645.17,1199.0,645.1673,36
2025-08-27 22:55:00,645.02,645.04,644.93,644.98,1503.0,644.9856,58
2025-08-27 23:00:00,644.97,645.0,644.79,645.0,6060.0,644.9084,150
2025-08-27 23:05:00,645.09,645.11,644.9104,645.06,8129.0,645.0212,92
2025-08-27 23:10:00,645.02,645.02,644.95,644.95,754.0,644.9695,30
2025-08-27 23:15:00,644.91,644.91,644.82,644.82,2666.0,644.8739,53
2025-08-27 23:20:00,644.77,644.82,644.75,644.82,1000.0,644.7873,50
2025-08-27 23:25:00,644.81,644.9,644.8,644.89,6395.0,644.8498,67
2025-08-27 23:30:00,644.91,644.92,644.77,644.85,3579.0,644.8772,94
2025-08-27 23:35:00,644.82,644.92,644.79,644.92,6560.0,644.8508,64
2025-08-27 23:40:00,644.91,644.92,644.79,644.82,6979.0,644.8744,97
2025-08-27 23:45:00,644.76,644.86,644.7,644.81,4843.0,644.7703,124
2025-08-27 23:50:00,644.78,644.82,644.7,644.7,915.0,644.7382,37
2025-08-27 23:55:00,644.71,644.8199,644.66,644.8199,1423.0,644.7158,52
2025-08-28 08:00:00,647.61,647.74,647.45,647.56,7075.0,647.4912,157
2025-08-28 08:05:00,647.67,647.8,647.67,647.74,4648.0,647.7344,95
2025-08-28 08:10:00,647.66,647.83,647.66,647.75,5751.0,647.7491,157
2025-08-28 08:15:00,647.71,647.75,647.7,647.71,2634.0,647.7293,65
2025-08-28 08:20:00,647.69,647.91,647.63,647.86,3980.0,647.8034,115
2025-08-28 08:25:00,647.71,647.72,647.58,647.58,5050.0,647.6919,102
2025-08-28 08:30:00,647.45,647.49,647.45,647.49,905.0,647.4747,36
2025-08-28 08:35:00,647.42,647.43,647.42,647.43,930.0,647.4321,30
2025-08-28 08:40:00,647.48,647.49,647.32,647.35,10778.0,647.4131,158
2025-08-28 08:45:00,647.32,647.32,647.27,647.32,1339.0,647.3077,26
2025-08-28 08:50:00,647.3,647.3,647.19,647.19,4999.0,647.2379,96
2025-08-28 08:55:00,647.14,647.2,647.13,647.2,1146.0,647.1608,31
2025-08-28 09:00:00,647.19,647.19,647.17,647.17,671.0,647.1762,23
2025-08-28 09:05:00,647.37,647.37,647.37,647.37,351.0,647.367,10
2025-08-28 09:10:00,647.39,647.41,647.28,647.28,5101.0,647.3722,116
2025-08-28 09:15:00,647.24,647.24,647.24,647.24,1036.0,647.2386,7
2025-08-28 09:20:00,647.16,647.18,647.16,647.18,858.0,647.1697,26
2025-08-28 09:25:00,647.1,647.17,647.09,647.15,1649.0,647.1203,29
2025-08-28 09:30:00,647.02,647.06,647.01,647.01,1751.0,647.0289,48
2025-08-28 09:35:00,647.02,647.18,647.02,647.18,2024.0,647.1326,41
2025-08-28 09:40:00,646.99,647.02,646.99,647.0,1724.0,647.0004,27
2025-08-28 09:45:00,647.09,647.09,647.0,647.0,863.0,647.0449,22
2025-08-28 09:50:00,647.05,647.07,647.01,647.01,800.0,647.0366,16
2025-08-28 09:55:00,647.05,647.05,647.05,647.05,262.0,647.0956,7
2025-08-28 10:00:00,646.91,647.0,646.91,647.0,567.0,646.9628,21
2025-08-28 10:10:00,646.97,647.01,646.97,647.0,2043.0,646.9923,36
2025-08-28 10:15:00,647.05,647.06,646.98,646.98,957.0,647.0427,24
2025-08-28 10:20:00,646.88,646.98,646.88,646.98,681.0,646.9445,25
2025-08-28 10:25:00,647.13,647.14,647.0,647.0,915.0,647.1046,20
2025-08-28 10:30:00,646.92,647.03,646.92,647.03,289.0,646.9815,13
2025-08-28 10:35:00,647.03,647.03,646.85,646.87,5256.0,646.9643,82
2025-08-28 10:40:00,646.77,646.77,646.5,646.5,9580.0,646.6295,165
2025-08-28 10:45:00,646.53,646.79,646.53,646.71,2792.0,646.6463,50
2025-08-28 10:50:00,646.71,646.81,646.6,646.68,2559.0,646.6554,63
2025-08-28 10:55:00,646.75,646.75,646.74,646.74,1163.0,646.7518,30
2025-08-28 11:00:00,646.8,646.88,646.721,646.721,7717.0,646.8147,177
2025-08-28 11:05:00,646.72,646.75,646.56,646.59,7648.0,646.6207,159
2025-08-28 11:10:00,646.55,646.55,646.44,646.48,7380.0,646.4846,160
2025-08-28 11:15:00,646.49,646.49,646.3,646.3,19072.0,646.4255,212
2025-08-28 11:20:00,646.3,646.44,646.29,646.39,3179.0,646.3524,65
2025-08-28 11:25:00,646.4,646.51,646.4,646.43,11271.0,646.4599,131
2025-08-28 11:30:00,646.44,646.55,646.3,646.52,72169.0,646.364,496
2025-08-28 11:35:00,646.54,646.6,646.4,646.47,15830.0,646.5224,225
2025-08-28 11:40:00,646.44,646.54,646.41,646.48,13298.0,646.4923,96
2025-08-28 11:45:00,646.57,646.69,646.55,646.69,2201.0,646.6008,95
2025-08-28 11:50:00,646.7,646.87,646.7,646.86,3301.0,646.7967,91
2025-08-28 11:55:00,646.88,646.97,646.82,646.97,7817.0,646.8891,166
2025-08-28 12:00:00,646.87,647.67,645.92,646.96,112789.0,646.8863,2342
2025-08-28 12:05:00,647.04,647.12,647.01,647.02,12499.0,647.0675,259
2025-08-28 12:10:00,646.9,646.9,646.77,646.7703,3165.0,646.8363,123
2025-08-28 12:15:00,646.77,646.77,646.6,646.62,12311.0,646.7048,244
2025-08-28 12:20:00,646.62,646.62,646.5,646.61,13533.0,646.5554,293
2025-08-28 12:25:00,646.6,646.61,646.45,646.54,6053.0,646.5474,159
2025-08-28 12:30:00,646.55,647.42,646.55,647.13,126241.0,647.0671,1260
2025-08-28 12:35:00,647.1301,647.29,646.9,647.27,74694.0,647.052,724
2025-08-28 12:40:00,647.29,647.58,647.24,647.4,59949.0,647.4713,664
2025-08-28 12:45:00,647.39,647.42,647.11,647.14,63823.0,647.2483,730
2025-08-28 12:50:00,647.19,647.3,647.12,647.2,28547.0,647.2083,445
2025-08-28 12:55:00,647.18,647.35,647.12,647.1301,49626.0,647.2283,717
2025-08-28 13:00:00,647.14,647.33,647.12,647.32,37303.0,647.2019,590
2025-08-28 13:05:00,647.34,647.57,647.31,647.42,82973.0,647.4154,954
2025-08-28 13:10:00,647.42,647.51,647.36,647.47,30154.0,647.4461,429
2025-08-28 13:15:00,647.47,647.64,647.47,647.59,47476.0,647.5893,592
2025-08-28 13:20:00,647.59,647.66,647.51,647.52,27734.0,647.5952,494
2025-08-28 13:25:00,647.53,647.55,647.2,647.24,103174.0,647.4258,1068
2025-08-28 13:30:00,647.24,648.09,646.86,647.81,1697483.0,647.6313,19761
2025-08-28 13:35:00,647.81,647.82,646.98,647.475,1614840.0,647.3828,16331
2025-08-28 13:40:00,647.48,647.63,647.0699,647.19,765500.0,647.3297,10990
2025-08-28 13:45:00,647.19,647.33,646.54,646.55,1039757.0,646.8447,12866
2025-08-28 13:50:00,646.54,646.62,645.71,646.0,2303719.0,646.1091,16205
2025-08-28 13:55:00,646.02,646.13,645.34,645.94,1310523.0,645.6805,15663
2025-08-28 14:00:00,645.93,646.22,645.605,645.68,921989.0,645.9683,12898
2025-08-28 14:05:00,645.64,646.68,645.58,646.27,1687895.0,646.4466,15077
2025-08-28 14:10:00,646.28,646.61,646.19,646.38,1001600.0,646.5725,10306
2025-08-28 14:15:00,646.365,646.57,645.95,646.07,773021.0,646.4141,8172
2025-08-28 14:20:00,646.07,646.595,646.07,646.295,511970.0,646.3347,7001
2025-08-28 14:25:00,646.29,646.31,645.84,645.955,530039.0,646.2607,6489
2025-08-28 14:30:00,645.98,646.665,645.94,646.35,456710.0,646.2742,6993
2025-08-28 14:35:00,646.34,646.38,645.94,646.36,427853.0,646.1071,6545
2025-08-28 14:40:00,646.36,646.94,646.35,646.8099,690374.0,646.733,7652
2025-08-28 14:45:00,646.805,647.1,646.5249,646.86,910994.0,646.8592,9690
2025-08-28 14:50:00,646.87,647.01,646.59,646.961,440719.0,646.8221,6722
2025-08-28 14:55:00,646.97,647.17,646.87,646.89,569615.0,647.0393,7301
2025-08-28 15:00:00,646.89,647.075,646.8,646.84,521397.0,646.9034,5796
2025-08-28 15:05:00,646.84,646.93,646.67,646.805,357298.0,646.7985,5400
2025-08-28 15:10:00,646.82,647.17,646.78,647.147,671557.0,646.9936,5593
2025-08-28 15:15:00,647.175,647.6558,647.085,647.31,951336.0,647.3878,10140
2025-08-28 15:20:00,647.3,647.32,646.51,646.72,432813.0,646.8552,6633
2025-08-28 15:25:00,646.72,646.72,646.08,646.25,694607.0,646.3622,8200
2025-08-28 15:30:00,646.275,646.935,646.24,646.86,459025.0,646.6447,6107
2025-08-28 15:35:00,646.845,647.0935,646.715,646.79,429773.0,646.9572,5706
2025-08-28 15:40:00,646.8,647.0,646.73,646.86,376259.0,646.8654,4609
2025-08-28 15:45:00,646.84,646.9699,646.63,646.865,395659.0,646.7991,4891
2025-08-28 15:50:00,646.875,647.04,646.75,646.97,873458.0,646.7995,4496
2025-08-28 15:55:00,646.96,647.19,646.89,647.02,296001.0,647.0658,4184
2025-08-28 16:00:00,647.02,647.1,646.94,647.08,305749.0,647.0414,4511
2025-08-28 16:05:00,647.09,647.39,646.9903,647.3299,351450.0,647.2341,4726
2025-08-28 16:10:00,647.335,647.78,647.3101,647.76,535268.0,647.319,5628
2025-08-28 16:15:00,647.76,647.845,647.455,647.4901,863186.0,647.5053,7432
2025-08-28 16:20:00,647.5,647.76,647.5,647.74,339741.0,647.651,4173
2025-08-28 16:25:00,647.74,648.42,647.68,648.15,645216.0,648.053,7463
2025-08-28 16:30:00,648.15,648.26,647.7,647.78,422189.0,647.9023,5788
2025-08-28 16:35:00,647.805,648.01,647.74,647.98,237135.0,647.8976,4140
2025-08-28 16:40:00,647.98,648.05,647.86,648.01,316822.0,647.945,4115
2025-08-28 16:45:00,648.005,648.17,647.95,648.14,439441.0,648.0561,5600
2025-08-28 16:50:00,648.13,648.365,648.09,648.28,382939.0,648.2702,5038
2025-08-28 16:55:00,648.285,648.3,647.62,647.67,483660.0,647.9827,6215
2025-08-28 17:00:00,647.67,647.78,647.45,647.73,838235.0,647.3559,4572
2025-08-28 17:05:00,647.7395,647.87,647.58,647.83,356945.0,647.7336,4974
2025-08-28 17:10:00,647.839,647.84,647.6,647.815,299661.0,647.7457,4385
2025-08-28 17:15:00,647.8,647.9,647.71,647.77,225038.0,647.8132,2927
2025-08-28 17:20:00,647.78,648.02,647.73,647.9707,287696.0,647.8815,4149
2025-08-28 17:25:00,647.97,648.15,647.85,648.125,293324.0,648.0459,3898
2025-08-28 17:30:00,648.13,648.34,648.075,648.1,520173.0,648.179,6353
2025-08-28 17:35:00,648.105,648.35,648.1,648.181,459273.0,647.8411,4251
2025-08-28 17:40:00,648.19,648.3899,648.1793,648.36,281434.0,648.2999,4005
2025-08-28 17:45:00,648.355,648.46,648.32,648.415,293093.0,648.3943,4303
2025-08-28 17:50:00,648.42,648.515,648.32,648.44,490884.0,648.4335,4825
2025-08-28 17:55:00,648.44,648.44,648.265,648.38,371249.0,648.3565,4485
2025-08-28 18:00:00,648.37,648.46,648.315,648.42,435389.0,648.3914,4714
2025-08-28 18:05:00,648.425,648.56,648.39,648.485,338637.0,648.4717,4614
2025-08-28 18:10:00,648.48,648.56,648.37,648.47,661643.0,648.4869,5535
2025-08-28 18:15:00,648.47,648.52,648.35,648.43,365701.0,648.4281,4613
2025-08-28 18:20:00,648.43,648.58,648.42,648.51,297290.0,648.4924,4229
2025-08-28 18:25:00,648.51,648.68,648.475,648.645,650120.0,648.5416,5429
2025-08-28 18:30:00,648.65,648.86,648.63,648.7988,711274.0,648.7248,6529
2025-08-28 18:35:00,648.7981,648.89,648.71,648.84,487321.0,648.8104,5232
2025-08-28 18:40:00,648.84,649.005,648.78,648.805,800226.0,648.8723,7377
2025-08-28 18:45:00,648.81,648.92,648.7701,648.7701,359204.0,648.8503,4650
2025-08-28 18:50:00,648.79,648.95,648.77,648.9266,458271.0,648.854,5241
2025-08-28 18:55:00,648.92,649.055,648.84,648.965,458025.0,648.9646,5581
2025-08-28 19:00:00,648.96,649.16,648.955,648.9899,590806.0,648.5826,5957
2025-08-28 19:05:00,648.99,649.1476,648.84,649.11,531406.0,648.4787,5451
2025-08-28 19:10:00,649.11,649.25,649.07,649.16,438501.0,649.1485,5794
2025-08-28 19:15:00,649.165,649.165,648.92,649.03,831020.0,648.6781,7536
2025-08-28 19:20:00,649.025,649.06,648.91,648.9301,422569.0,648.9892,5099
2025-08-28 19:25:00,648.93,649.06,648.855,648.96,461331.0,648.9498,5240
2025-08-28 19:30:00,648.95,648.965,648.78,648.88,754921.0,648.1822,5486
2025-08-28 19:35:00,648.88,648.97,648.73,648.92,1111621.0,648.3895,8596
2025-08-28 19:40:00,648.92,649.14,648.9046,649.095,743777.0,649.0529,7990
2025-08-28 19:45:00,649.11,649.39,649.0917,649.14,1085762.0,649.2433,11416
2025-08-28 19:50:00,649.14,649.48,648.8,649.445,2933199.0,648.7212,18854
2025-08-28 19:55:00,649.44,649.44,648.82,648.89,4960432.0,648.5601,28661
2025-08-28 20:00:00,648.86,648.97,648.58,648.95,851258.0,648.1549,3776
2025-08-28 20:05:00,648.95,648.98,648.7301,648.9,125981.0,648.8568,957
2025-08-28 20:10:00,648.9,648.96,648.87,648.9,2335278.0,648.8289,1122
