BuyHold,Momentum,MeanRev,VolTarget
110221.97861699421,100000.0,70785.4859302676,114072.68447613918
108365.62342189351,100000.0,71097.05267837105,113189.04749542652
108458.10185985419,100000.0,71156.02445666361,113231.83792298424
108305.25188112076,100000.0,71055.46732753603,113155.71248550175
109230.43061948441,100000.0,70727.24499753551,113621.5689076987
108796.46808528889,100000.0,71011.28857844908,113396.75906161506
109750.06303974582,100000.0,70391.56154671036,113900.13604179188
110293.20328552047,100000.0,69783.17000391915,114191.94203177022
109648.65787766491,100000.0,69783.17000391915,113834.49884413704
110617.61553709024,100000.0,69783.17000391915,114382.31220757347
111852.95659980424,100000.0,69537.07106261086,115094.61175413943
110620.73313524592,100000.0,69416.79237137774,114378.98905240401
110276.48139053019,100000.0,69203.63900364,114176.99811207535
110098.73847953403,100000.0,69091.88317030872,114068.32420770224
111960.96321613026,100000.0,69343.13508156445,115226.46584834202
112330.402390351,100000.0,69107.55194317861,115450.38913212687
113132.05474180021,100000.0,68362.89204491772,115949.06826072205
115063.7869708116,100000.0,68121.78153597923,117173.32786852168
115824.8732761884,100000.0,67658.03302555442,117641.36266222465
114572.82456889986,100000.0,67524.21333178676,116857.26646864504
114057.76713081202,100000.0,66992.4387682635,116532.54442844138
114146.15458325177,100000.0,66992.4387682635,116588.46718272779
113911.1319702246,100000.0,66992.4387682635,116429.64068975337
112895.25887134628,100000.0,66757.78302766666,115728.43456246288
110182.89321508363,100000.0,65166.58659702634,113832.59380040734
109627.71958424221,100000.0,64602.447182342425,113480.93245305512
111425.07716477498,100000.0,64374.544457667864,114653.95322950317
110050.74854711734,100000.0,64354.427052035506,113775.17573689744
110950.45471613835,100000.0,64871.3950317898,114346.43318861356
112863.5801626949,100000.0,65135.90263907837,115584.36091295596
113404.19571126295,100000.0,64815.651272056195,115922.28967676214
114185.78967245322,100000.0,64362.54547424162,116421.30484921375
113822.78912833049,100000.0,64567.79605782151,116183.3940244985
115288.95306791579,100000.0,63509.43000893354,117163.71697894478
114533.8197362894,100000.0,63509.43000893354,116660.33406725575
112711.08733076925,100000.0,63286.9222809502,115427.47317500689
113151.5534939476,100000.0,63530.54469852297,115717.92894441282
114008.49607188624,100000.0,64011.25372694485,116300.06351224397
114613.01207681926,100000.0,64350.22950906591,116716.36874263534
113610.76437546479,100000.0,63568.35476877166,116007.80579961727
113811.99478060458,100000.0,63568.35476877166,116150.30954885148
115311.34374597507,100000.0,63344.08407966909,117252.07321462136
114697.11751122886,100000.0,63685.92840140838,116806.28171445531
114474.73956359879,100000.0,63806.19166548407,116640.70877326815
113951.42739697333,100000.0,64094.947545775816,116241.20875419863
113636.3930163196,100000.0,64268.8961814207,115993.71802327034
114041.21981195081,100000.0,64039.353330428596,116317.89329061113
114964.58363051555,99650.22072745391,63287.10926310554,117079.89442696191
113044.18031796574,97973.34394760936,63065.376943802235,115483.06306064168
114668.97302104176,99381.5871624036,63124.07661187125,116746.14518713977
104597.32980112481,90375.13027643306,68016.39319930776,109058.41971922715
104768.12561954948,90375.13027643306,68110.07630812615,109112.43549773138
105599.2158854565,90375.13027643306,68649.38300046348,109383.10314918254
105410.56275230658,90375.13027643306,68526.38999517613,109318.68907283638
105852.27727127892,90375.13027643306,68813.19572855116,109469.66842604736
104936.54605585747,90375.13027643306,68217.53797943794,109143.74422079636
105995.38207342633,90375.13027643306,68905.52345559705,109528.01237036922
106456.35798741621,90375.13027643306,69204.84665441987,109699.26395899066
108043.45755851362,90375.13027643306,70236.23892567007,110306.8313688672
106578.75887980542,90375.13027643306,69283.7220622426,109739.10332174128
107543.31091299791,90375.13027643306,69910.40208609957,110115.10433077958
107028.71355424754,90375.13027643306,69575.52771695047,109906.64474198068
107660.41197546806,90375.13027643306,69985.82415311146,110166.5463405872
106152.64725423556,90375.13027643306,69005.33065165154,109524.67393721471
106735.71257221213,90375.13027643306,69384.00846470047,109774.47049315793
105211.91138545165,90375.13027643306,68393.10024144589,109096.13774452644
104957.12570054704,90375.13027643306,68227.12556280977,108981.00822177013
105244.48735133161,90375.13027643306,68413.57513624147,109113.57736367479
106577.76276681233,90375.13027643306,69279.91745839827,109753.35145847409
105884.03030251789,90375.13027643306,68828.6108979509,109415.64391968146
106153.8388467249,90375.13027643306,69003.64736875372,109548.21021653965
106881.1440839669,90375.13027643306,69476.07304872545,109919.19202699464
105547.64519021682,90375.13027643306,68608.90312323651,109220.6537744233
104952.45200503274,90375.13027643306,67978.85409168711,108906.14614597088
106988.30886029555,90375.13027643306,67739.09243657332,110011.47059489661
108184.57895014282,90375.13027643306,66714.76378737784,110648.97319531621
109448.65347954736,90375.13027643306,66479.44198782358,111324.7610926305
109647.979368036,90375.13027643306,66353.89229711102,111430.52203654996
112190.01782116406,90375.13027643306,64806.52042891753,112829.7822033934
111361.8788673862,90375.13027643306,65303.77407879864,112394.54886301281
113611.72324770768,90375.13027643306,64001.1000314028,113587.7405802484
113345.66452067366,90375.13027643306,64153.93682598395,113448.60523158693
112463.20060093589,90375.13027643306,64648.93628711933,112980.24719261753
114062.98890152216,90375.13027643306,63510.992841670384,113846.1571555906
113717.97999510527,90375.13027643306,63510.992841670384,113657.43528265413
112818.65344832819,90375.13027643306,63288.479662850405,113156.29896249612
114403.84545559267,90375.13027643306,64171.00919521757,114056.35564400742
115960.89063201408,90375.13027643306,65044.01166663581,114940.89553821267
115545.3226153794,90375.13027643306,64590.30965306508,114705.1314367177
116375.4611427718,90058.92055449233,64590.30965306508,115183.75660293557
116267.78277420149,89975.12907519548,64590.30965306508,115118.66996134195
116886.31409810421,90453.57112201507,64590.30965306508,115493.27245702394
116228.18762054373,89944.04650536677,64364.03204092185,115082.47703145038
115166.34248388509,89122.10165319523,63778.3776024218,114405.64355311959
114779.22202074516,88822.29934075064,63338.28974627819,114154.48151951132
115627.65886467042,89478.64054724114,63338.28974627819,114718.99030666397
114378.84460110788,88512.01527631463,63116.37892005799,113871.77877645998
112371.64917640023,86958.5179925617,62019.288595709906,112509.7871747099
112533.55276769695,87083.58072038958,62108.18666455677,112615.12670260444
112137.70954351533,86777.03240082102,61889.26820951503,112346.49835375877
112002.79534819831,86672.40339017221,61814.359641166375,112251.30139576162
110886.67093992844,85808.47178441953,61197.91807538533,111452.06473420293
110670.63208162854,85641.06568106402,61078.23784819791,111295.6355525427
111352.7840989387,86168.71548836057,61454.26652375813,111801.44830518606
111685.68631727288,86426.10160482892,61637.54472404408,112051.94055387186
108754.6322620969,84157.72246962615,60019.483285433584,109763.69764353584
110051.84644722602,85161.32365567522,59924.43130537275,110621.03230384208
109449.51664788452,84694.99605330403,60256.65958472145,110220.13059244277
110247.29215713886,85312.11167855983,59820.27267966442,110759.868404468
108736.53372065342,84142.81989844894,59879.03778112327,109718.73139764433
110046.1904145667,85156.03868269073,59801.57087736636,110604.97171668935
109414.89953144251,84667.30529342913,60149.102559940955,110176.13628553745
109156.63143614338,84467.2257535649,60287.5540870515,109996.45669738326
109383.24117488101,84344.17971741992,60161.26528456409,110156.42131827146
108904.58816396084,84344.17971741992,60423.53726346769,109803.87286117458
109370.11377110193,84344.17971741992,59953.79483547386,110153.47062868599
108881.0576837707,84344.17971741992,59953.79483547386,109774.4891452984
110177.43651816927,84344.17971741992,59742.21954001561,110798.93907178956
110164.23102654822,84344.17971741992,59747.37668553302,110786.89925990532
109862.17520295498,84344.17971741992,59909.4247778761,110542.82729871027
107976.37593339915,84344.17971741992,60169.228871648855,108983.65464692499
106113.30801173048,84344.17971741992,59157.819418045234,107544.44651294213
104914.9345294527,84344.17971741992,58280.73646051932,106668.46455459208
106519.34030342092,84344.17971741992,58075.03743632282,107837.86058724222
105988.40002216675,84344.17971741992,58368.58427791865,107459.57223233469
107952.02184454464,84344.17971741992,57295.24588099738,108878.75983147968
106680.84444001576,84344.17971741992,57245.23336875277,108007.48776755386
106395.75924930882,84344.17971741992,57094.35390015019,107813.01473876325
98139.3589342543,84344.17971741992,52668.07772854095,101985.6103323015
97533.17344566081,84344.17971741992,52342.32693251238,101778.35572715846
96774.51260122684,84344.17971741992,51934.71627975065,101502.87388998078
98371.27135982673,84344.17971741992,52098.87241642609,102098.14648053092
97906.21304187473,84344.17971741992,52347.77735164461,101920.6515336378
96861.91173357036,84344.17971741992,52899.31578715587,101515.64463562908
96823.77520845926,84344.17971741992,52917.63318586659,101499.53463698828
96719.62492639056,84344.17971741992,52972.93954879101,101455.40100236716
96783.93513953363,84344.17971741992,52936.17265545524,101481.49217616688
98276.15924918707,84344.17971741992,52117.2665381321,102134.712482016
99044.48621457879,84344.17971741992,51505.402384326124,102473.3834242901
100262.69868708329,84344.17971741992,51505.402384326124,103019.84791833902
99852.90221027893,84344.17971741992,51505.402384326124,102832.86009761557
99061.61462410424,84344.17971741992,51505.402384326124,102464.36423045912
98543.88050466623,84344.17971741992,51505.402384326124,102216.44803388987
99828.44979801032,84344.17971741992,51505.402384326124,102847.67592905342
99529.3504898319,84344.17971741992,51505.402384326124,102697.42464927348
99569.09509154192,84344.17971741992,51505.402384326124,102716.45160131052
99485.68076903568,84344.17971741992,51505.402384326124,102671.14409833122
98996.0128956605,84344.17971741992,51505.402384326124,102403.81556435501
98779.30972688984,84344.17971741992,51505.402384326124,102281.4759054197
99296.3509978925,84344.17971741992,51505.402384326124,102578.65753729895
98074.09376307784,84344.17971741992,51324.76221656813,101854.30956754115
97609.07066737738,84344.17971741992,50905.86727736128,101577.2961099343
98516.09575237836,84344.17971741992,50726.07095476141,102132.67371372989
97661.05576473218,84344.17971741992,50515.10320120317,101599.4619039842
97320.15093797854,84344.17971741992,50340.09062226329,101383.26438946242
98881.14103055806,84344.17971741992,50478.13455355059,102397.77326161246
98778.48976372101,84344.17971741992,50529.50375833268,102330.9423616534
98329.52448528567,84344.17971741992,50756.93301182116,102035.81874978801
97752.25879408831,84344.17971741992,51050.71180980979,101646.60179202212
97021.54780839778,84344.17971741992,51426.371883094,101142.22109488401
97778.1873244963,84344.17971741992,51028.85241237822,101673.8233457282
96407.7432866674,84344.17971741992,51095.52242062804,100694.77869818656
97592.1060498769,84344.17971741992,51041.05837335387,101523.5893731169
97527.37275743042,84344.17971741992,51073.513259965745,101476.87901052544
98018.22031021064,84344.17971741992,50635.09975356704,101828.87754398992
98370.01999074535,84344.17971741992,50635.09975356704,102086.39281700033
99923.20647080203,84344.17971741992,50456.25444585256,103258.29046678878
101642.78036154607,84344.17971741992,49566.19358481956,104506.58934933484
102100.15391542796,84344.17971741992,49333.041002716294,104822.01461145424
101325.50132365104,84344.17971741992,49708.878829736546,104273.80887842781
101872.38688005968,84344.17971741992,49442.50091376318,104665.46691913313
101551.83814124877,84344.17971741992,49597.98579147267,104428.52611084536
102634.4994933659,84344.17971741992,48894.8489432658,105245.63210790351
101066.77807932204,84344.17971741992,48723.31384480897,104063.41622545307
99373.6014261968,84344.17971741992,47918.119170082755,102832.66702605631
101317.03325391863,84344.17971741992,48208.818028926056,104189.56367144396
102894.82171880708,84344.17971741992,47441.41295224934,105237.35893420494
103062.05117328087,84344.17971741992,47359.53863178848,105344.12070922104
102725.33738583206,84344.17971741992,47513.141231947906,105119.86573727964
101793.08577095692,84344.17971741992,47331.62568054484,104484.78196944037
106420.42897766961,84344.17971741992,48817.631354935176,107648.17797115078
106815.77028349684,84344.17971741992,48629.48529565666,107847.352379697
105937.22315227037,84344.17971741992,49031.08719485312,107395.59506608351
104751.16017152175,84344.17971741992,48946.1256513487,106774.3478900517
104025.9212131653,84344.17971741992,48444.30756162807,106387.56790651279
104113.36805839819,84344.17971741992,48444.30756162807,106434.34449596025
104752.9847623647,84344.17971741992,48444.30756162807,106795.45674232807
104557.95680079242,84344.17971741992,48444.30756162807,106680.95943102776
104776.37094323432,84344.17971741992,48444.30756162807,106810.01209838003
104089.71043349443,84344.17971741992,48444.30756162807,106386.73317293746
103537.73472248894,84344.17971741992,48444.30756162807,106038.44329506022
103198.60771776205,84344.17971741992,48444.30756162807,105818.15281637391
105247.61244228558,84049.00470096651,48273.15695804985,107179.41736806845
104058.30391935798,83081.74609136263,48830.631528502614,106426.42705802173
103322.66912123574,82494.03444163862,49166.37720474672,105961.45286461295
104003.0657217802,83037.07212307857,48845.23164196826,106400.67124975202
103223.35389008706,82414.33954198312,49214.00214331696,105883.74116666072
102401.46710448478,81757.93554405052,49598.513348467415,105329.85135020311
101614.33953689203,81129.28519312413,49972.304432758465,104789.37067936544
101293.3532708035,80872.80616205776,50126.082426282686,104563.87572429198
101967.81880139136,81411.1003679174,49792.51517965202,105049.13945379513
102842.46411969076,82109.21716006409,49358.175497373595,105691.17834523576
104462.96414583728,83402.82258344823,48565.31086433743,106889.6030622314
103203.58620522943,82397.13628191702,48535.49312065662,105991.49184524304
105270.45101546627,84047.11134064982,48849.58844033642,107444.3217754683
104156.51953078128,83157.55351474445,48747.74127586927,106703.71437096535
102595.96885955303,81911.4204575406,48026.88019785593,105667.94749724791
101424.70486939135,80976.09294174457,47309.21495816075,104901.67362518993
101271.53736375785,80853.60407095795,47309.21495816075,104800.00143583215
101808.66708622112,81282.23935243873,47309.21495816075,105165.04693494792
100885.32247184096,80544.85401675948,47309.21495816075,104519.80564828194
102930.901992633,82177.80678793888,47142.05113241709,105957.92590025166
102172.64301267717,81572.22626130648,47496.44417389455,105453.88044720425
100403.98739218438,80159.96833439526,47704.32988248896,104265.46813670441
102387.48074294234,81743.34084236044,47994.17493954155,105553.26641969287
102835.88435217256,82101.13327583276,47777.877989396955,105832.32103333675
101842.94065223154,81308.19289464317,48241.34438617667,105198.97766633061
101910.42375370956,81361.86766734364,48208.03168999257,105241.46261914066
102693.1792516695,81986.59324155338,47664.06823595073,105761.58319515832
104681.24604934388,83573.59742348209,47495.658061514376,107104.11673784489
105487.13212340653,84216.78677227578,47118.36887657186,107620.38596729512
107671.47261356766,85960.4809033537,46124.74349597574,109034.61814159775
109103.10886314059,87103.24158002042,45312.35296711231,109909.31242455024
109109.41262754971,87108.07272071888,45312.35296711231,109911.76674592779
111214.12208473685,88788.18070420933,45152.20270581287,111214.11680837
113481.38693166657,90598.06177165051,44205.63677198069,112560.43704984455
117458.24124091069,93772.79548190547,42589.31266120829,114796.98282829343
116517.97292784261,93021.92913701343,42385.38014384465,114343.72225638782
113574.6535960148,90671.9283919085,41323.59711179416,112916.00766651952
114407.58216159725,91336.69372984816,41625.95150796861,113302.2514441903
113099.57009502508,90292.24532115039,41149.40215141301,112673.57919102212
112037.82595878921,89444.40568910136,40618.022769008814,112157.12585502154
111820.03062709594,89270.32855010513,40618.022769008814,112047.68543534921
115254.44473757035,92011.96084428592,40474.36037092399,113812.8322393151
116190.84488632939,92759.32438003886,40131.02328409808,114254.41477154431
118354.87957876775,94486.75295529302,39221.924124266436,115283.46436194282
120536.26470582836,96228.02929278623,39221.924124266436,116303.76607731951
120305.80092649737,96043.84062118249,39221.924124266436,116196.84856739902
119085.44990887876,95069.39306131881,39084.12618262724,115624.0440395349
118868.01574516839,94895.60686417233,38876.578314768296,115519.11785607506
117710.74863906864,93971.52516328769,38876.578314768296,114946.2243577349
116177.64220903571,92747.40255220742,38739.98486773123,114173.15666674626
115604.03231836268,92289.2732005293,38416.201284716626,113879.90587887236
116296.31436675123,92841.73680201151,38416.201284716626,114243.53461394832
117367.05609508102,93696.33198973803,38416.201284716626,114822.08288128278
117649.18532016926,93921.35997488108,38416.201284716626,114975.42967295524
118758.96116318232,94807.11315401977,38416.201284716626,115600.35134083431
117074.02871954441,93461.80115659646,38281.21353733594,114638.745151615
116450.04955287852,92963.46714927936,37946.749918832626,114285.20287961279
117972.56771278009,94178.71245358656,37946.749918832626,115171.86017723137
114654.87677641682,91529.9585446455,37813.39952051084,113233.2534226725
114063.94764524364,91058.01192502627,37623.57533811035,112925.67050734462
114142.91713960009,91120.852140568,37648.945246331714,112967.0564981875
116042.91523636317,92637.43151897169,37776.44968530873,114025.72990086544
113674.1720175362,90746.25059056643,38079.04260745607,112724.51209711592
110598.52086255379,88290.74680510043,37082.11040807217,111106.91346184739
111340.5177113394,88882.8820869041,37330.003481390595,111473.19730867048
111215.92460137751,88783.21787354998,37287.565015266606,111408.12312033642
111972.70157729635,89387.14940455796,37540.63046427135,111805.17597697467
110037.83755709289,87842.35378150057,36891.260748261404,110764.11868673106
108349.03509980268,86493.9908889177,36194.896152228685,109871.40761423812
108147.17995685649,86332.64966236964,36194.896152228685,109763.62547691974
108775.50569084444,86834.03422565026,36194.896152228685,110108.59513638506
107487.87666102026,85805.93318524126,36194.896152228685,109380.47844680656
107130.10179757877,85520.12446046768,36194.896152228685,109176.22259095612
107981.36940108072,86199.47658417397,36194.896152228685,109675.67477620399
108935.10224940408,86960.62336032063,36066.76907091128,110246.71812802102
110766.2591068937,88422.19928641341,35449.12625995818,111357.17641801896
112003.97077664087,89410.03712555347,34907.674679611904,112089.53091380668
111830.72146421255,89271.53450943035,34907.674679611904,111985.4935867911
112137.83292794882,89516.4922697869,34907.674679611904,112170.90656678312
111614.07317267095,89098.18696137604,34907.674679611904,111841.76193504082
110808.74520408938,88455.11456479316,34907.674679611904,111323.3633355111
112375.76258476809,89705.81597254485,34784.06869729515,112350.19968876205
111849.24942560671,89285.31556590623,34948.71303604326,112007.45295041011
113874.97657517224,90902.18400378994,34319.66725578185,113346.72055872803
115016.07152035137,91812.87827820629,33835.590611765976,114072.14546504681
116754.04603009058,93200.03724576025,33715.750102843565,115178.73477644268
120012.57814396605,95800.99547603526,32751.999826536616,117202.45991211769
120499.5990107178,96189.56294103336,32609.13916510218,117469.93649494249
124961.18708713836,99750.85926464836,31388.84164719393,119964.41641762391
126297.66586862519,100817.51024765852,31024.850954853933,120596.22026197419
128104.44204126715,102259.57604197074,30455.915809949405,121450.06491736608
128786.18767185142,102803.58000787826,30455.915809949405,121770.7141225674
124992.75644434546,99775.26583027845,30348.691888340214,119943.12781876906
124613.40972958932,99472.25040959753,30153.27303130791,119775.31893457766
125014.23596133332,99792.00744237588,30153.27303130791,119958.92938052688
126952.50122958464,101339.01955066017,30153.27303130791,120880.14916568782
122827.31166027325,98045.90536614733,30047.104664980474,118920.24784858643
121426.00374917818,96927.11842361903,29611.771882101984,118323.45290764794
120840.07124568945,96459.20068277673,29611.771882101984,118064.76424667216
122144.22695261127,97500.02833065955,29611.771882101984,118657.97615565453
122034.6982959641,97412.39668752822,29611.771882101984,118605.76166333072
120764.06002728618,96397.92468602804,29611.771882101984,117999.33729833459
119125.399809504,95089.68668679034,29611.771882101984,117204.42815733778
117843.63433070315,94066.33659686014,29611.771882101984,116575.07475601947
115917.90216725129,92528.95420462916,29611.771882101984,115610.49343234044
115824.1414568936,92453.90969138895,29611.771882101984,115562.75722070134
115650.88077650705,92315.40643496903,29611.771882101984,115471.06842953371
115752.37665494069,92396.22126820988,29611.771882101984,115524.15563736629
114744.94669345651,91591.86397385054,29611.771882101984,114965.15809034782
113845.93112653273,90874.04709488792,29611.771882101984,114456.70616313163
114255.71228117033,91200.94126048214,29611.771882101984,114692.52885291397
113425.31469479916,90537.90000637333,29611.771882101984,114196.34954625978
114072.70114229256,91054.45348525082,29611.771882101984,114589.59173379347
114539.67469109333,91426.99755923188,29611.771882101984,114879.75170673756
114183.71396923401,91142.66296680733,29611.771882101984,114650.09290058116
115796.4928153652,92429.80126551808,29506.76666224513,115711.28056522438
116343.36208530705,92866.11649484074,29257.564089596115,116065.50167130465
113891.87441639851,90909.11533287427,29154.51977039972,114437.47194454222
112898.20664660711,90115.76058745646,28804.356528898992,113823.04357121972
111262.89988086844,88810.24811218311,28702.892903735916,112791.13214029979
110732.20161589567,88386.4409073147,28567.22177231429,112458.05236795946
110140.78871942946,87914.17236229018,28414.05398373319,112075.23158164509
109146.74310445137,86815.35152415773,28058.22916052092,111415.51733131104
107122.1192702481,86815.35152415773,27959.36787296554,110053.51264662444
106746.69981376015,86815.35152415773,27862.57436150141,109811.13143348535
106229.79161010068,86815.35152415773,27727.046472623373,109465.62873341005
104557.88287039199,86815.35152415773,27289.914629510364,108321.00698843818
105037.46230478419,86815.35152415773,27051.813760439527,108641.3994848069
103890.83276894064,86815.35152415773,27351.349097198392,107852.31980138426
105772.67096099611,86815.35152415773,26864.883100285922,109146.47673391725
102874.19027787776,86815.35152415773,27280.56139578433,107222.8497319889
104316.13098104742,86815.35152415773,27291.576751706467,108063.34790342303
102427.78370997559,86815.35152415773,27444.042353578967,106954.71199215045
101331.50289222771,86815.35152415773,27157.91542857768,106329.9087142222
101926.65400900492,86815.35152415773,27316.493917254367,106674.74886124014
103777.75014700784,86815.35152415773,27451.340452389155,107779.61694781542
105252.89651685284,86815.35152415773,27052.053873425422,108637.25290782336
105517.0424368297,86815.35152415773,26883.089502512543,108788.15646659661
106281.14028931294,86815.35152415773,26883.089502512543,109237.42096653042
107106.26168354902,86815.35152415773,26883.089502512543,109732.00999357284
108068.69365189175,86815.35152415773,26883.089502512543,110318.85103609294
109616.76806297885,86815.35152415773,26787.66821474657,111274.45088875355
110498.87808453396,86815.35152415773,26469.815471538488,111812.1398124054
111037.62503825947,86815.35152415773,26469.815471538488,112143.8454947639
111139.17059197687,86815.35152415773,26469.815471538488,112206.50850518991
111155.50226270527,86815.35152415773,26469.815471538488,112215.52125901714
110521.2709534549,86815.35152415773,26469.815471538488,111788.68281557248
109837.31484763988,86815.35152415773,26469.815471538488,111317.87373263498
